9,0,0,0,0,0.00114242,0.305502,0.127912,0,0,0,0,0,0.591107,0.216963,0.430433,0.555475,0.000850764,0.139179,0.00552996,0,0,0.088329,0.229864,0.0155932,0.299711,0.0772774,0.122728,0.368657,0.564254,0.0854986,0.230966,0.542134,0.000841008,0.215675,0.232695,0.0154144,0,0,0,0,0.564109,0.158531,0.348698,0.652302,0.0921007,0.00118936,0,0.0132598,0,0,0,0,0.445218,0.469643,0.321577,0.494343,0,0,0,0,0.221506,0.151919,0.383922,0.117851,0.257885,0.201537,0.0217158,0.333103,0.292474,0.155853,0.382783,0.507681,0.117086,0.00953843,0.155666,0.0894014,0.307575,0.325698,0.143157,0.0124598,0.276091,0.325909,0.380504,0.588246,0.0674439,0.00105378,0,0.0041862,0.373012,0.31535,0.278774,0.074907,0.0141576,0,0.000745135,0.0079346,0,0,0,0,0.322583,0.30253,0.698138,0.563027,0,0,0,0,0,0,0.00455131,0,0.164358,0.0149114,0.240954,0.411267,0.630209,0.51384,0.279058,0.0805256,0,0,0.00110818,0,0,0,0.00332454,0,0.657438,0.499621,0.489548,0.268814,0.077722,0,0.00105024,0.013284,0,0,0.00420095,0,0,0,0,0
3,0,0,0,0.00757937,0.328046,0.746112,0.417758,0.145927,0,0,0,0,0.282415,0,0.199635,0.142188,0.0485008,0.247177,0.140934,0.0735323,0.661517,0.174743,0.160527,0.0848089,0.0371922,0,0,0.0323699,0.0989366,0.0308758,0.503897,0.37828,0.50959,0.339807,0.189044,0.0545307,0.247536,0,0.028558,0.0549514,0.149481,0.0339042,0.405111,0.244001,0.0349507,0,0.149151,0.500416,0,0,0,0,0.490379,0,0.201584,0.144342,0.0486034,0.00813564,0,0.179274,0.0442471,0.181718,0.62331,0.489893,0.0411553,0,0,0.0362209,0.425456,0.0341658,0.55759,0.278407,0.0487405,0.0650947,0.26135,0.35127,0.336156,0.270576,0.06933,0.192536,0.444114,0.033078,0.395238,0.206967,0.0200887,0,0.145516,0.271621,0.0901111,0.261962,0.186013,0.048683,0.575332,0,0,0.250083,0.0325162,0.00544284,0,0.0619627,0.0296018,0.077518,0.121031,0.155763,0,0,0,0.0603634,0,0.118131,0.943959,0.201545,0.047664,0.063657,0.0727012,0.167064,0.227189,0.020895,0.0812757,0.33366,0,0,0.548207,0.200966,0.122584,0.625635,0.207667,0.00208846,0.0918478,0.0210853,0.0845581,0.128212,0.420483,0,0,0.445832,0,0.568765,0.478193,0.00154681,0.189417,0.0625686,0.000132153,0.000560677
3,0,0,0.014528,0.000782722,0.817357,0.277754,0.137853,0.0161738,0,0,0,0,0.252639,0.0556202,0.319129,0.257954,0.0149651,0.0648652,0.0220988,0.00182159,0.877327,0.00550756,0.133955,0.0187333,0.0275399,0,0,0.0248582,0.0363544,0.134907,0.406297,0.14517,0.660452,0.0193004,0.0872476,0.0170596,0.183969,0.0070201,0.0392839,0.00355617,0.0551359,0.124477,0.226905,0.0582358,0.0218746,0.00100708,0.254847,0.617445,0,0,0,0,0.768671,0.0542131,0.301566,0.249534,0.163292,0.215959,0.210117,0.111435,0.00786254,0,0.181712,0.300076,0.0661908,0.000662339,0,0.0419681,0.345039,0.220849,0.830398,0.239182,0.0471657,0.0858931,0.155634,0.120172,0.171163,0.00210992,0.00423227,0.0409593,0.255201,0.133301,0.314904,0.0781977,0.0096404,0.00762942,0.314006,0.42933,0.000130379,0.00131339,0.00315603,0,0.64453,0,0.000782274,0.336626,0,0.0176682,0.0297794,0,0,0,0.0138204,0,0.0573581,0.0521479,0.0586363,0.267836,0.00254183,0.216103,0.916323,0.176272,0,0.0117796,0.0287043,0,0.0182255,0.000955436,0.00278896,0.0780402,0.0260911,0.0408793,0.635657,0.265235,0.100382,0.709452,0.0494404,0.00125326,0.000117986,0,0.00284004,0.00127189,0.358305,0.000972935,0.000117986,0.523924,0,0.553178,0.243659,0.000263824,0.444076,0.185569,0.00661191,0.00721455
2,0,0.000454539,0,0,0,0.510392,0.145854,0,0.115446,0,0.00516406,0.0914579,0.565657,0.523204,0.315898,0.0548166,0,0.310198,0.0193819,0,0,0.0634356,0.45749,0.00122793,0.493418,0.314128,0.150056,0.106594,0.321845,0.0745179,0.282953,0.353358,0,0.254502,0.502515,0.000288011,0,0,0.0756328,0.00226037,0.382164,0.261311,0.300058,0.261635,0.313706,0,0.0501838,0.450812,0.0947562,0.000373078,0.00211045,0.0744771,0.462151,0.715595,0.269004,0.0449925,0,0,0.00212813,0.000589888,0.420681,0.0574298,0.0717421,0,0.313605,0.339293,0.0629904,0.0675315,0.0618258,0.069364,0.41181,0.223367,0.0892957,0.0317173,0.0412844,0.000333441,0.733433,0.035459,0.000471556,0.00492559,0.103231,0.255209,0.411744,0.154244,0.0670255,0,0.0747003,0.271415,0.740801,0.0413177,0.000545948,0.00293495,0.31086,0.000711829,0.000690576,0.00328563,0.0109791,0,0.00179087,0.05755,0.281221,0.0908081,0.139806,0.0358642,0.0303179,0.0455232,0.000940401,0.000496404,0.933685,0.0312803,0.108249,0.0307203,0.0946534,0.0618412,0.0974416,0.0649112,0.677713,0.00266646,0.0009506,0.0560812,0.492166,0.0329419,0.0117499,0.0216917,0.379698,0.0638361,0.344801,0.00247299,0.568132,0.00436328,0.00107975,0.0635284,0.379419,0.000722445,0.000700875,0.0521259,0.635661,0.068638,0.299062,0.0238965,0.00382694,0.00504611,0.163862,0.0285841
6,0,0,0,0.000317313,0.143984,0.505295,0.0950354,0,0.422595,0,0,0.0828188,0.477523,0.494512,0.227471,0.0717958,0.0867402,0.201667,0.0235126,0.000191159,0,0.102738,0.386115,0.0202117,0.542258,0.200742,0.0217922,0.0669558,0.00561973,0.14124,0.652865,0.0754544,0,0.270464,0.424645,0,0.000929678,0,0.144546,0.102022,0.0721469,0.3838,0.677899,0.107842,0.127246,0.0729005,0.247049,0.0948654,0.280996,0,0,0.0246376,0.554673,0.494556,0.168774,0.0640753,0.20493,0,0,0.378411,0.246663,0.241926,0.111308,0.136545,0.545453,0.214579,0.0268946,0.0517119,0.00543403,0.15084,0.561809,0.0925049,0.294761,0.115945,0.0190388,0.245546,0.0508489,0.0419628,0.303202,0.22093,0.070119,0.353936,0.644767,0.104811,0.123282,0.0708513,0.177431,0.167485,0.0477585,0.195121,0.299479,0.21819,0.152012,0,0.138412,0.378733,0.313604,0,0,0.224075,0.258757,0.410235,0.169539,0.0482914,0,0,0,0.346384,0.020778,0.078232,0.607259,0.299703,0.38945,0.214831,0.0185503,0.109143,0.000900502,0.0643037,0.518141,0.169147,0.0141379,0,0.349153,0.417192,0.17145,0.39402,0.0756585,0.0466552,0,0.328357,0.5647,0.171342,0.0278561,0,0.155105,0.301976,0.172156,0.39239,0.297423,0.0360901,0.360263,0.145924,0.000245428,0.058821
8,0,0,0,0,0,0,0,0,0,0,0,0,0.542467,0.748873,0.37876,0.0382113,0,0,0,0,0,0,0,0,0.333061,0.224506,0.0267378,0.0234608,0.00947667,0.235283,0.842304,0.269217,0,0,0,0,0,0,0,0,0.191741,0.446381,0.843698,0.224335,0.00920031,0,0,0.0417352,0,0,0,0,0.00139807,0.171719,0.158509,0,0,0,0,0,0.658022,0.273914,0.277971,0.600079,0.000968105,0.073611,0.0131163,0,0,0.0452969,0.269685,0,0.416743,0.036521,0,0.361303,0.447911,0.23416,0.368952,0.471695,0,0.121659,0.289344,0,0,0,0,0,0.563735,0.276943,0.377488,0.590886,0.121968,0,0,0.0215761,0,0,0,0,0.426162,0.340639,0.28952,0.343448,0,0,0,0,0.155544,0.0524755,0.596846,0.342637,0.31014,0.102104,0.0121602,0.199672,0.22209,0.176801,0.522572,0.344129,0.0771243,0,0.151519,0.249355,0.296088,0.321465,0.300845,0.093185,0.302358,0.271987,0.521468,0.386626,0.0785086,0,0,0.0190661,0.288503,0.313491,0.440993,0.171227,0.0369267,0,0,0
3,0,0,0,0,0,0,0,0,0.258751,0,0,0.00221214,0.112768,0.94587,0.160175,0,0,0,0,0,0,0,0,0,0.325534,0.672077,0.0444151,0,0.00274882,0.193965,0.518731,0.36559,0,0,0,0,0,0,0,0,0,0.609734,0.667587,0.159512,0.00707803,0,0.0265261,0.395417,0.07799,0,0,0,0.0365098,0.656905,0.0952985,0,0.234668,0,0.08449,0.214771,0.309155,0.543641,0.149779,0.173459,0.0944391,0.407774,0.0302261,0,0,0.134039,0.360854,0.125844,0.412512,0.299875,0.146798,0.269609,0.413701,0.216729,0.0868481,0.282625,0,0.377797,0.455061,0.00197476,0,0,0.0224445,0.16815,0.335778,0.459612,0.12178,0.223284,0.417563,0,0,0.241603,0.33132,0,0.0530914,0.22759,0.268478,0.605454,0.157491,0.165724,0.0584998,0.010335,0.0364417,0,0.0995482,0.26918,0.497804,0.0982586,0.419621,0.346486,0.0885226,0.248891,0.277331,0.149873,0.167467,0.397855,0.119818,0.153757,0.278131,0.0744912,0.13754,0.0872301,0.310299,0.32351,0.202765,0.356132,0.219041,0.210255,0.245593,0,0,0.382461,0.122857,0.15755,0.431069,0.309799,0.208589,0,0.053058,0.406499
9,0.214095,0.131319,0,0.0137295,0.0723971,0.742715,0.15127,0,0.293147,0,0,0.468337,0.150596,0,0,0.17037,0.101469,0.643171,0.0327949,0.00326927,0,0.0722595,0.599139,0.100544,0.210355,0,0,0.241476,0.189725,0,0,0.24919,0,0.28607,0.607856,0.0411481,0.00634521,0,0.112556,0.313275,0.0538507,0,0,0.0587816,0.351501,0,0,0.553374,0.423258,0,0,0.309641,0.220504,0.119842,0.0144402,0.0537415,0.000617104,0,0.0254019,0.465255,0.000370262,0.127465,0.629135,0.172419,0.323501,0.113669,0.00585318,0.142573,0.0842839,0,0.130303,0.344634,0.000936509,0,0.578095,0.348421,0.203997,0.460262,0.0999677,0.0129941,0,0.0109022,0.125433,0.0900938,0.136323,0,0,0.638115,0.0836066,0.424379,0.239354,0,0.552857,0,0.0091534,0.011981,0.0124712,0,0,0.696404,0.00459466,0.0899462,0.390802,0.240555,0.124028,0.071558,0.0964687,0.19353,0.00367573,0.119402,0.458962,0.0630907,0.0150467,0,0.303474,0.450592,0.263263,0.283856,0.0571773,0.0378504,0.00601866,0,0.465754,0.163064,0.468362,0.283528,0.0799013,0.0193292,0.0899241,0.284713,0.179015,0.00696558,0.544624,0,0.0033667,0.142289,0.349616,0.284384,0.195095,0.00104484,0.565984,0,0.00647836,0.0183427
8,0,0,0,0,0,0.369693,0.117324,0.000194129,0,0,0,0,0.467098,0.184171,0.460604,0.620731,0,0.204938,0.00532734,0.000140193,0,0.0620409,0.344236,0,0.337321,0.0838047,0.0870397,0.44827,0.380669,0.188687,0.487688,0.296552,0,0.218821,0.379169,0,0,0,0.0175105,0,0.239362,0.2738,0.652456,0.178327,0.386975,0,0,0.261787,0,0,0,0,0.361243,0.428346,0.318118,0.312917,0.0895546,0,0,0.00255229,0.558571,0.306564,0.19679,0.184857,0.248549,0.212755,0.0509139,0.2153,0.158422,0.140454,0.531055,0.218509,0.445936,0.162655,0.0160088,0.128945,0.211545,0.0925626,0.251329,0.332773,0.155217,0.327203,0.677695,0.134791,0.179744,0,0.0135007,0.201839,0.101956,0.252622,0.317569,0.194964,0.213372,0,0,0.244083,0.0259812,0,0,0.000135932,0.29889,0.277562,0.289756,0.38299,0.0551013,0,0,0.0764895,0.24422,0,0.651668,0.330315,0.255997,0.168662,0.0526845,0.301902,0.337664,0.156632,0.313417,0.211851,0.235864,0,0.348041,0.320561,0.32795,0.279279,0.193535,0.167059,0.159201,0.33705,0.438864,0.158993,0.286663,0,0,0.195158,0.123053,0.32655,0.457097,0.178999,0.395545,0.00823581,0,0.0602523
0,0,0,0,0,0,0,0.026418,0,0,0,0,0,0.835182,0.476657,0.222486,0.158337,0,0,0.00192239,0,0,0,0.0160657,0,0.567441,0.202131,0,0.107538,0.0171642,0.122425,0.353363,0.696548,0,0,0.0222644,0,0,0,0,0,0.269476,0.384217,0.43737,0.750738,0.0197151,0,0,0.154839,0,0,0,0,0.432038,0.342454,0.178825,0.00738916,0,0,0,0,0.171186,0.0644008,0.175345,0.774491,0.323005,0.159936,0.00152108,0.00532378,0.00315081,0.0968685,0.292309,0.343647,0.127611,0,0.0650285,0.570985,0.429556,0.175643,0.0664617,0.301337,0.136325,0.301851,0.361101,0.365588,0.00267046,0,0,0.0567345,0.461819,0.215856,0.161594,0.554274,0.141463,0,0,0.0990518,0,0,0,0,0.522066,0.0612152,0.0820634,0.739828,0,0,0,0,0,0.0408054,0.386628,0.135918,0.37202,0,0,0.519067,0.379336,0.082613,0.0587717,0.571597,0,0,0.136369,0.0973408,0.0861985,0.236272,0.141225,0.00133277,0.488864,0.0910786,0.0647942,0.736049,0.129832,0,0,0.145839,0.0857529,0.260484,0.304647,0.0228885,0.00927862,0,0,0
