5,0,0.00487711,0,0.553161,0,0.467472,0.629165,0.282153,0,0.473151,0,0.251761,0.538162,0.241342,0.528997,0.291622,0,0.383272,0,0,0.805325,0.443954,0.0863709,0,0,0.375421,0.505275,0.226594,0.239776,0.322557,0.531478,0.329253,0.412057,0.18479,0.405039,0.223287,0.433426,0.268509,0.203523,0.529878,0.551795,0.30419,0.0591799,0,0.277264,0.721865,0.0200167,0.0335175,0.273128,0.367424,0.605405,0.375051,0.0382588,0.461771,0.136152,0.223583,0.501286,0.310549,0.235388,0.61284,0.112736,0.185131,0.169493,0.38155,0.296038,0.770744,0.0213721,0.0357871,0.213164,0.479861,0.163097,0.119461
3,0.061661,0.113364,0.451799,0.422718,0.00156599,0.175736,0.501975,0.563622,0.369053,0.345298,0.176722,0.380149,0.410039,0.460396,0.257877,0.349612,0.292723,0.629682,0,0,0.427149,0.5791,0,0,0.00150397,0.168776,0.482095,0.541301,0.175325,0.00618276,0.575738,0.28955,0.392892,0.441143,0.247093,0.334992,0.469208,0.235974,0.443939,0.0695068,0.4034,0.546903,0,0,0.724768,0.113476,0,0,0.262502,0.00925701,0.862012,0.433523,0,0,0,0,0.678834,0.3414,0.642276,0.10056,0,0,0,0,0.987964,0.154684,0,0,0,0,0,0
6,0,0,0,0.355913,0,0.254634,0.770122,0.464112,0,0.281533,0,0.336945,0.609179,0.36712,0.499663,0.227307,0,0.521522,0,0,0.773377,0.351825,0.0782418,0,0,0.175211,0.529911,0.319349,0.0897109,0.321361,0.569281,0.38873,0.430163,0.259237,0.35283,0.16051,0.462123,0.315557,0.334432,0.415361,0.528581,0.240462,0.053476,0,0.501017,0.622258,0.00869876,0.147042,0.103527,0.370855,0.656957,0.448599,0.310842,0.0585935,0.170627,0.299576,0.544764,0.371989,0.394238,0.48964,0.141488,0.248415,0.153127,0.253985,0.532847,0.661791,0.0092514,0.156383,0.206964,0.343283,0.26388,0.152496
8,0.279096,0.203533,0.110259,0.535816,0.055957,0.324303,0.674343,0.135581,0.0889181,0.432105,0.270355,0.401394,0.54382,0.109338,0.467354,0.212263,0.364735,0.54152,0.0598283,0,0.630507,0.286364,0.0920393,0.286583,0.0540932,0.313501,0.651881,0.131065,0.31085,0.232725,0.115142,0.540942,0.537839,0.108136,0.462214,0.209928,0.0949987,0.446308,0.161443,0.455022,0.576269,0.26173,0.0841219,0.261931,0.201281,0.567302,0.394536,0.0756475,0.404755,0.30303,0.149926,0.704356,0,0,0.475134,0,0.123042,0.578057,0.209101,0.589344,0.389937,0,0.328039,0,0.254921,0.718485,0.499677,0.0958072,0.399921,0,0,0
2,0,0.0787857,0.484652,0.753926,0.0857291,0.182228,0.386064,0.029984,0.309799,0.481925,0.195843,0.405118,0.24678,0.0191664,0.478221,0.423479,0.250648,0.518485,0,0,0.612046,0.541985,0,0,0.093297,0.198315,0.420145,0.0326309,0,0,0.355955,0.804784,0.266511,0.0206988,0.516456,0.457338,0.225793,0.510499,0.349023,0.138743,0.657517,0.582251,0,0,0.444352,0.176638,0,0.00256444,0,0,0.275222,0.622254,0,0.0487976,0.60659,0.408314,0.211031,0.477123,0.326204,0.129672,0.465113,0.313082,0.411356,0.347896,0.502794,0.19987,0,0.00290172,0.634043,0.53623,0.126214,0.0419344
7,0.140851,0.15737,0.604959,0.536642,0,0,0.000167671,0.549031,0.432193,0.383386,0.35407,0.384236,0.000119787,0.392237,0.480961,0.0897066,0.494647,0.53679,0,0,0.671919,0.125323,0,0,0,0,0.000174552,0.571562,0,0,0.638066,0.515935,0.000139719,0.457504,0.560991,0.104633,0.510737,0.412978,0.18338,0,0.935912,0.174562,0,0,0.305936,0,0,0,0,0,0.775084,0.626727,0,0,0.0803615,0,0.746708,0.603782,0.268105,0,0.0774194,0,0,0,1,0,0,0,0,0,0,0
6,0,0.0334793,0.179841,0.675876,0.197623,0.308968,0.534668,0.2989,0.141058,0.53012,0.0525887,0.426969,0.419364,0.234441,0.440798,0.29812,0.076852,0.623964,0,0,0.644172,0.435666,0,0,0.184577,0.288572,0.499373,0.279169,0.255509,0.0204235,0.542094,0.44247,0.368696,0.206115,0.38754,0.2621,0.400237,0.326684,0.537112,0.217473,0.520355,0.351926,0,0,0.721188,0.292004,0,0,0.339205,0.0271135,0.719665,0.587408,0,0,0.145735,0,0.512355,0.418197,0.687573,0.278393,0.103754,0,0.0397416,0,0.925577,0.37476,0,0,0.0534982,0,0,0
7,0.0345884,0.0806901,0.696429,0.70616,0,0,0,0.0928331,0.404035,0.40968,0.313693,0.423841,0,0.0538573,0.468371,0.410611,0.384064,0.518921,0.0406301,0,0.57344,0.502723,0,0,0,0,0,0.110096,0,0,0.388935,0.914663,0,0.0642484,0.558737,0.489833,0.22697,0.53377,0.327338,0.0131505,0.688046,0.603196,0,0,0.403094,0.0161939,0,0,0,0,0.334783,0.787313,0,0,0.49279,0.158795,0.301435,0.708889,0.434732,0.0174649,0.443704,0.142978,0,0,0.999194,0.0401415,0,0,0,0,0,0
2,0,0,0.0952221,0.526632,0.0359478,0.0889192,0.682814,0.488015,0.0694212,0.383938,0.0265548,0.300278,0.497802,0.355785,0.471311,0.400471,0.0385956,0.436432,0,0,0.685017,0.582056,0,0,0.0264,0.0653022,0.501458,0.358398,0,0.0309131,0.304912,0.721943,0.386696,0.276376,0.366118,0.311088,0.235131,0.556722,0.275185,0.319862,0.572579,0.486517,0,0,0.430368,0.500238,0,0,0,0.0338003,0.333389,0.78937,0,0.0241792,0.513829,0,0.270409,0.64025,0.316473,0.367853,0.416762,0,0.328326,0,0.540156,0.627851,0,0,0.560387,0,0,0
3,0,0,0,0,0,0,0.527774,0.849385,0,0,0,0,0.41983,0.675662,0.131739,0.591497,0,0,0,0,0.217395,0.976084,0,0,0,0,0.282214,0.454188,0,0,0.539497,0.650393,0.230197,0.370472,0.072234,0.324324,0.440057,0.530513,0.342585,0.326952,0.124864,0.560626,0,0,0.592193,0.565169,0,0,0,0,0.589715,0.710934,0,0,0.383111,0.00592332,0.483319,0.582667,0.376265,0.359094,0.31399,0.00485464,0.240342,0,0.656699,0.626731,0,0,0.419471,0,0,0
